CA;AB;;Calgary;51.039428;-114.079614
CA;AB;;Edmonton;53.536535;-113.500885
CA;QC;Laval;Laval;45.580874;-73.743017
CA;ON;;Mississauga;43.588395;-79.656367
CA;QC;Montréal;Montreal;45.537721;-73.593731
CA;ON;;Ottawa;45.394864;-75.697254
CA;QC;Region de Québec;Quebec;46.834181;-71.27649
CA;ON;;Toronto;43.67018;-79.392726
CA;BC;;Vancouver;49.252465;-123.107171
CA;MB;;Winnipeg;49.885334;-97.145889
